tweet_id,text,created_at,likes,retweet_count,followers_count,friends_count
1475066629138571264,0.4404,2021-12-26 11:31:04+00:00,0,350,19,84
1475066619269455873,-0.2516,2021-12-26 11:31:02+00:00,0,6,2942,1851
1475066596406276107,0.4404,2021-12-26 11:30:56+00:00,0,350,133,92
1475066533462294538,0.7964,2021-12-26 11:30:41+00:00,0,9,12,53
1475066508766158850,0.0,2021-12-26 11:30:35+00:00,0,0,3,83
1475066420211994628,0.6249,2021-12-26 11:30:14+00:00,0,0,170,55
1475066409239691269,-0.4215,2021-12-26 11:30:12+00:00,0,1,390,31
1475066393175408645,-0.296,2021-12-26 11:30:08+00:00,0,0,257,3009
1475066382911950852,0.0772,2021-12-26 11:30:05+00:00,0,0,125,212
1475066372375945219,0.4404,2021-12-26 11:30:03+00:00,0,0,28,112
1475066367867035648,0.4019,2021-12-26 11:30:02+00:00,0,0,77,1024
1475066364956405765,0.836,2021-12-26 11:30:01+00:00,0,9256,0,4
1475066360048750594,0.34,2021-12-26 11:30:00+00:00,0,581,385,1570
1475066328256073730,0.5994,2021-12-26 11:29:52+00:00,0,2,776,1206
1475066276095606789,-0.8225,2021-12-26 11:29:40+00:00,0,501,143,1820
1475066226946850821,0.25,2021-12-26 11:29:28+00:00,0,573,0,2
1475066216704364548,0.3612,2021-12-26 11:29:26+00:00,0,0,55,205
1475066215672389632,0.2263,2021-12-26 11:29:25+00:00,0,496,212,1082
1475066117416701952,0.5574,2021-12-26 11:29:02+00:00,0,236,1737,2223
1475066092628238337,0.25,2021-12-26 11:28:56+00:00,0,573,0,6
1475066073254875141,0.3612,2021-12-26 11:28:51+00:00,0,0,0,46
1475066027222331392,0.3612,2021-12-26 11:28:40+00:00,0,445,0,6
1475065957345288196,0.0,2021-12-26 11:28:24+00:00,0,1,33,26
1475065913950892032,0.4767,2021-12-26 11:28:13+00:00,0,0,38,27
1475065818941636608,0.4215,2021-12-26 11:27:51+00:00,0,209,47,20
1475065808086831105,0.0,2021-12-26 11:27:48+00:00,0,437,18,254
