,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-12-09,15.88,16.025,15.76,15.91,15.91,1320200
1,2021-12-10,15.95,16.0,15.585,15.65,15.65,1473800
2,2021-12-13,15.62,15.62,15.165,15.23,15.23,1949900
3,2021-12-14,15.23,15.6,15.08,15.12,15.12,1759800
4,2021-12-15,15.12,15.33,14.73,15.28,15.28,2992700
5,2021-12-16,15.35,15.525,15.07,15.12,15.12,2107400
6,2021-12-17,15.04,15.325,14.97,15.2,15.2,4105900
7,2021-12-20,14.98,15.08,14.57,14.98,14.98,2337000
